data_id,display,remove,correct_data_id,correct_language,done_by
medico adjunto ginecologia obstetricia,médico adjunto ginecología obstetricia,,,,
medico adjunto medicina interna,medico adjunto medicina interna,,,,
medico adjunto obstetricia ginecologia,medico adjunto obstetricia ginecología,,,,
medico adjunto servicio,medico adjunto servicio,,,,
medico adjunto servicio ginecologia obstetricia,medico adjunto servicio ginecología obstetricia,,,,
medico adjunto servicio medicina intensiva,medico adjunto servicio medicina intensiva,,,,
medico adjunto servicio urgencias,medico adjunto servicio urgencias,,,,
medico adjunto servicio urologia,medico adjunto servicio urología,,,,
medico aparato digestivo,medico aparato digestivo,,,,
medico atencion urgencias,medico atención urgencias,,,,
medico cirugia general digestiva,medico cirugía general digestiva,,,,
medico cirujano,medico cirujano,,,,
medico consultor,medico consultor,,,,
medico contingencias comunes,medico contingencias comunes,,,,
medico cuidados intensivos,medico cuidados intensivos,,,,
medico de empresa,médico de empresa,,,,
medico de familia,médico de familia,,,,
medico de familia urgencias,médico de familia urgencias,,,,
medico de urgencias,médico de urgencias,,,,
medico de urgencias hospitalarias,médico de urgencias hospitalarias,,,,
medico deportivo,medico deportivo,,,,
medico digestivo,medico digestivo,,,,
medico equipo atencion,medico equipo atención,,,,
medico evaluador,medico evaluador,,,,
medico familia salud,medico familia salud,,,,
medico forense,medico forense,,,,
medico general urgencias,medico general urgencias,,,,
medico ginecologia obstetricia,medico ginecología obstetricia,,,,
medico internista,medico internista,,,,
medico interno residente,médico interno residente,,,,
medico interno residente cirugia general aparato digestivo,medico interno residente cirugía general aparato digestivo,,,,
medico interno residente ginecologia obstetricia,medico interno residente ginecología obstetricia,,,,
medico interno residente medicina intensiva,medico interno residente medicina intensiva,,,,
medico interno residente medicina interna,medico interno residente medicina interna,,,,
medico interno residente mir,médico interno residente mir,,,,
medico interno residente neumologia,medico interno residente neumología,,,,
medico interno residente obstetricia ginecologia,medico interno residente obstetricia ginecología,,,,
medico medicina familia comunitaria,medico medicina familia comunitaria,,,,
medico medicina familiar comunitaria,medico medicina familiar comunitaria,,,,
medico medicina interna,medico medicina interna,,,,
medico medicina preventiva salud publica,medico medicina preventiva salud publica,,,,
medico mir,medico mir,,,,
medico obstetricia ginecologia,medico obstetricia ginecología,,,,
medico ocupacional,medico ocupacional,,,,
medico psiquiatra,medico psiquiatra,,,,
medico residente,médico residente,,,,
medico residente aparato digestivo,medico residente aparato digestivo,,,,
medico residente cirugia general,medico residente cirugía general,,,,
medico residente cirugia general aparato digestivo,medico residente cirugía general aparato digestivo,,,,
medico residente medicina familia,medico residente medicina familia,,,,
medico residente medicina familiar comunitaria,medico residente medicina familiar comunitaria,,,,
medico residente medicina nuclear,medico residente medicina nuclear,,,,
medico residente medicina trabajo,medico residente medicina trabajo,,,,
medico residente obstetricia ginecologia,medico residente obstetricia ginecología,,,,
medico servicio social obligatorio,medico servicio social obligatorio,,,,
medico servicio urgencias,medico servicio urgencias,,,,
medico urgencias atencion,medico urgencias atención,,,,
medico urgencias domiciliarias,medico urgencias domiciliarias,,,,
medico urgencias emergencias,medico urgencias emergencias,,,,
medico valorador del dano corporal,médico valorador del daño corporal,,,,
medico veterinario,medico veterinario,,,,
mensajero,mensajero,,,,
mentor,mentor,,,,
metalista,metalista,,,,
miembro claustro,miembro claustro,,,,
miembro consejo academico,miembro consejo académico,,,,
miembro consejo social,miembro consejo social,,,,
miembro gabinete prensa,miembro gabinete prensa,,,,
miembro pleno,miembro pleno,,,,
militante,militante,,,,
militar,militar,,,,
minero,minero,,,,
ministro,ministro,,,,
mir aparato digestivo,mir aparato digestivo,,,,
mir cirugia general aparato digestivo,mir cirugía general aparato digestivo,,,,
mir en medicina intensiva,mir en medicina intensiva,,,,
mir medicina preventiva salud publica,mir medicina preventiva salud publica,,,,
modelador,modelador,,,,
moderador,moderador,,,,
modisto,modisto,,,,
moldeador,moldeador,,,,
molinero,molinero,,,,
monitor,monitor,,,,
monitor actividad,monitor actividad,,,,
monitor actividad extraescolar,monitor actividad extraescolar,,,,
monitor actividades,monitor actividades,,,,
monitor actividades aventura,monitor actividades aventura,,,,
monitor actividades culturales,monitor actividades culturales,,,,
monitor actividades deportivas,monitor actividades deportivas,,,,
monitor actividades dirigidas,monitor actividades dirigidas,,,,
monitor actividades extraescolares,monitor actividades extraescolares,,,,
monitor actividades infantiles juveniles,monitor actividades infantiles juveniles,,,,
monitor actividades libre infantil juvenil,monitor actividades libre infantil juvenil,,,,
monitor actividades ludicas,monitor actividades lúdicas,,,,
monitor actividades recreativas,monitor actividades recreativas,,,,
monitor administrativo,monitor administrativo,,,,
monitor baile,monitor baile,,,,
monitor camarero,monitor camarero,,,,
monitor clases extraescolares ingles,monitor clases extraescolares ingles,,,,
monitor colonias urbanas,monitor colonias urbanas,,,,
monitor comedor colegio,monitor comedor colegio,,,,
monitor de actividades fisico deportivas,monitor de actividades físico deportivas,,,,
monitor de tenis,monitor de tenis,,,,
monitor deportivo,monitor deportivo,,,,
monitor deportivo socorrista,monitor deportivo socorrista,,,,
monitor director libre,monitor director libre,,,,
monitor electricidad,monitor electricidad,,,,
monitor escolar administrativo,monitor escolar administrativo,,,,
monitor extraescolares,monitor extraescolares,,,,
monitor extraescolares ingles,monitor extraescolares ingles,,,,
monitor fitness actividades dirigidas,monitor fitness actividades dirigidas,,,,
monitor granja,monitor granja,,,,
monitor habilidades sociales,monitor habilidades sociales,,,,
monitor idiomas,monitor idiomas,,,,
monitor infantil,monitor infantil,,,,
monitor ingles extraescolar,monitor ingles extraescolar,,,,
monitor internet,monitor internet,,,,
monitor libre ingles,monitor libre ingles,,,,
monitor memoria,monitor memoria,,,,
monitor personas discapacitadas,monitor personas discapacitadas,,,,
monitor pista hielo,monitor pista hielo,,,,
monitor social,monitor social,,,,
monitor soldadura,monitor soldadura,,,,
monitor talleres memoria,monitor talleres memoria,,,,
monitor teatro infantil,monitor teatro infantil,,,,
monitor turismo,monitor turismo,,,,
monitor vela,monitor vela,,,,
monitor verano,monitor verano,,,,
montador,montador,,,,
montador ajustador,montador ajustador,,,,
montador cubiertas,montador cubiertas,,,,
montador de andamios,montador de andamios,,,,
montador de ascensores,montador de ascensores,,,,
montador de lunas,montador de lunas,,,,
montador electricista,montador electricista,,,,
montador equipos,montador equipos,,,,
montador instalador,montador instalador,,,,
montador mantenimiento,montador mantenimiento,,,,
montador mobiliario oficina,montador mobiliario oficina,,,,
montador muebles,montador muebles,,,,
montador muebles cocina,montador muebles cocina,,,,
montador stands,montador stands,,,,
montador toldos,montador toldos,,,,
montadora de video,montadora de video,,,,
mozo,mozo,,,,
mozo almacen auxiliar administrativo,mozo almacén auxiliar administrativo,,,,
mozo descarga,mozo descarga,,,,
mozo mantenimiento,mozo mantenimiento,,,,
mozo repartidor,mozo repartidor,,,,
narrador deportivo,narrador deportivo,,,,
narradora,narradora,,,,
neurocirujano,neurocirujano,,,,
ninguno,ninguno,,,,
notario,notario,,,,
nutricionista deportiva,nutricionista deportiva,,,,
obrero,obrero,,,,
observador electoral,observador electoral,,,,
oficial,oficial,,,,
oficial abogado,oficial abogado,,,,
oficial actividades tecnicos profesionales,oficial actividades técnicos profesionales,,,,
oficial administrativo,oficial administrativo,,,,
oficial administrativo contabilidad,oficial administrativo contabilidad,,,,
oficial administrativo contable,oficial administrativo contable,,,,
oficial administrativo dpto,oficial administrativo dpto.,,,,
oficial administrativo personal,oficial administrativo personal,,,,
oficial ajustador,oficial ajustador,,,,
oficial almacen,oficial almacén,,,,
oficial banca,oficial banca,,,,
oficial calderero,oficial calderero,,,,
oficial calidad,oficial calidad,,,,
oficial carpintero,oficial carpintero,,,,
oficial carretillero,oficial carretillero,,,,
oficial cerrajero,oficial cerrajero,,,,
oficial chapa pintura,oficial chapa pintura,,,,
oficial cocina,oficial cocina,,,,
oficial comunicaciones,oficial comunicaciones,,,,
oficial contable,oficial contable,,,,
oficial cubierta,oficial cubierta,,,,
oficial de electricidad,oficial de electricidad,,,,
oficial de mantenimiento,oficial de mantenimiento,,,,
oficial de maquinaria de aluminio,oficial de maquinaria de aluminio,,,,
oficial de montaje,oficial de montaje,,,,
oficial de peluqueria,oficial de peluquería,,,,
oficial de primera,oficial de primera,,,,
oficial de primera mantenimiento,oficial de primera mantenimiento,,,,
oficial de segunda,oficial de segunda,,,,
oficial de segunda electricista,oficial de segunda electricista,,,,
oficial de tercera,oficial de tercera,,,,
oficial ebanista,oficial ebanista,,,,
oficial ejecutivo,oficial ejecutivo,,,,
oficial ejercito,oficial ejercito,,,,
oficial electricista,oficial electricista,,,,
oficial electricista industrial,oficial electricista industrial,,,,
oficial electricista mantenimiento,oficial electricista mantenimiento,,,,
oficial enlace,oficial enlace,,,,
oficial envasado,oficial envasado,,,,
oficial especializado,oficial especializado,,,,
oficial fontaneria,oficial fontanería,,,,
oficial fontaneria calefaccion,oficial fontanería calefacción,,,,
oficial fontanero,oficial fontanero,,,,
oficial fresador,oficial fresador,,,,
oficial habilitada,oficial habilitada,,,,
oficial instalaciones,oficial instalaciones,,,,
oficial instalador,oficial instalador,,,,
oficial instalador electricista,oficial instalador electricista,,,,
oficial jardinero,oficial jardinero,,,,
oficial jefe,oficial jefe,,,,
oficial justicia,oficial justicia,,,,
oficial mantenimiento edificios,oficial mantenimiento edificios,,,,
oficial mantenimiento electromecanico,oficial mantenimiento electromecánico,,,,
oficial mantenimiento industrial,oficial mantenimiento industrial,,,,
oficial mantenimiento instalaciones,oficial mantenimiento instalaciones,,,,
oficial mantenimiento mecanico,oficial mantenimiento mecánico,,,,
oficial maquina,oficial maquina,,,,
oficial maquinaria,oficial maquinaria,,,,
oficial maquinas,oficial maquinas,,,,
oficial maquinas practicas,oficial maquinas practicas,,,,
oficial mecanico mantenimiento,oficial mecánico mantenimiento,,,,
oficial mecanizado,oficial mecanizado,,,,
oficial mesa baloncesto,oficial mesa baloncesto,,,,
oficial metal,oficial metal,,,,
oficial montador,oficial montador,,,,
oficial montador andamios,oficial montador andamios,,,,
oficial montador soldador,oficial montador soldador,,,,
oficial montajes,oficial montajes,,,,
oficial negocios,oficial negocios,,,,
oficial panadero,oficial panadero,,,,
oficial pintor,oficial pintor,,,,
oficial pista,oficial pista,,,,
oficial planta,oficial planta,,,,
oficial prensa,oficial prensa,,,,
oficial primera administrativo,oficial primera administrativo,,,,
oficial primera carpinteria aluminio,oficial primera carpintería aluminio,,,,
oficial primera conductor,oficial primera conductor,,,,
oficial primera electricidad,oficial primera electricidad,,,,
oficial primera electricista,oficial primera electricista,,,,
oficial primera jefe de equipo,oficial primera jefe de equipo,,,,
oficial primera montador,oficial primera montador,,,,
oficial primera peluqueria,oficial primera peluquería,,,,
oficial primera pintor,oficial primera pintor,,,,
oficial primera soldador,oficial primera soldador,,,,
oficial primera soldadura,oficial primera soldadura,,,,
oficial primero administrativo,oficial primero administrativo,,,,
oficial procurador tribunales,oficial procurador tribunales,,,,
oficial registro,oficial registro,,,,
oficial responsable,oficial responsable,,,,
oficial sector metal,oficial sector metal,,,,
oficial segunda administrativo,oficial segunda administrativo,,,,
oficial segunda electricidad,oficial segunda electricidad,,,,
oficial segunda mantenimiento,oficial segunda mantenimiento,,,,
oficial seguridad,oficial seguridad,,,,
oficial servicios,oficial servicios,,,,
oficial servicios generales,oficial servicios generales,,,,
oficial soldador,oficial soldador,,,,
oficial soldador montador,oficial soldador montador,,,,
oficial soldadura,oficial soldadura,,,,
oficial tecnico administrativo,oficial técnico administrativo,,,,
oficial telecomunicaciones,oficial telecomunicaciones,,,,
oficial tercera electricista,oficial tercera electricista,,,,
oficial tornero,oficial tornero,,,,
oficial tornero fresador,oficial tornero fresador,,,,
oficial trabajos verticales,oficial trabajos verticales,,,,
oficial unidad movil,oficial unidad móvil,,,,
oficial ventas,oficial ventas,,,,
oficiala peluqueria,oficiala peluquería,,,,
oficina prensa,oficina prensa,,,,
oficina relaciones,oficina relaciones,,,,
oficina tecnico calidad,oficina técnico calidad,,,,
ofimatico,ofimático,,,,
operaciones mantenimiento,operaciones mantenimiento,,,,
operaciones ventas,operaciones ventas,,,,
operador,operador,,,,
operador administrativo,operador administrativo,,,,
operador almacen,operador almacén,,,,
operador apuestas,operador apuestas,,,,
operador banca,operador banca,,,,
operador calderas,operador calderas,,,,
operador calidad,operador calidad,,,,
operador camara,operador cámara,,,,
operador camara editor video,operador cámara editor video,,,,
operador camara editor videos,operador cámara editor videos,,,,
operador camara tecnico sonido,operador cámara técnico sonido,,,,
operador cambio divisas,operador cambio divisas,,,,
operador consola,operador consola,,,,
